venda_id,venda_data,venda_hora,loja_id,produto_id,qtd_vendida,valor_unitario
9415,2024-02-26,09:32,2,9,1,24.51
9416,2024-08-06,09:18,4,17,8,10.5
9417,2024-07-07,13:41,2,5,6,28.35
9418,2024-03-31,13:42,1,22,8,34.14
9419,2024-07-23,13:40,1,1,2,25.48
9420,2024-05-31,09:31,5,1,7,24.68
9421,2024-08-08,09:39,5,25,10,43.57
9422,2024-01-04,17:21,4,3,3,26.25
9423,2024-07-24,16:43,3,23,7,5.74
9424,2024-03-29,14:40,1,7,4,10.05
9425,2024-06-06,14:28,2,8,9,42.78
9426,2024-08-15,18:13,4,11,3,7.94
9427,2024-02-28,10:21,5,9,8,16.95
9428,2024-04-04,16:04,5,2,1,16.72
9429,2024-08-10,16:41,1,19,6,33.55
9430,2024-08-29,18:33,1,2,6,24.62
9431,2024-03-14,13:57,4,4,9,32.26
9432,2024-06-22,09:05,5,9,7,6.37
9433,2024-03-21,18:49,1,14,4,24.89
9434,2024-01-07,18:54,2,7,6,21.21
9435,2024-01-13,17:02,2,21,5,29.8
9436,2024-02-24,10:45,1,17,1,14.29
9437,2024-06-08,11:03,5,20,5,22.36
9438,2024-03-05,14:45,5,12,7,37.55
9439,2024-08-04,15:41,2,17,5,40.73
9440,2024-04-24,08:31,2,14,3,43.33
9441,2024-08-29,08:02,4,13,8,8.92
9442,2024-06-15,15:48,1,4,1,42.59
9443,2024-06-21,18:26,5,5,7,30.18
9444,2024-03-06,15:33,4,20,2,2.95
9445,2024-08-25,16:32,4,1,7,33.12
9446,2024-07-04,11:45,2,2,9,43.98
9447,2024-04-05,12:02,2,18,10,40.05
9448,2024-08-03,16:25,2,21,1,6.6
9449,2024-03-31,10:53,4,3,4,27.09
9450,2024-03-25,09:57,4,9,3,35.23
9451,2024-01-30,14:59,4,18,3,31.58
9452,2024-07-03,09:48,5,21,3,13.42
9453,2024-05-29,16:04,5,11,7,39.91
9454,2024-05-15,13:09,4,23,6,10.8
9455,2024-05-18,15:41,3,9,7,25.37
9456,2024-06-11,13:06,2,6,10,42.7
9457,2024-08-16,12:58,3,14,6,22.15
9458,2024-04-21,11:07,3,6,9,33.82
9459,2024-06-05,17:51,3,20,4,12.03
9460,2024-07-25,17:21,4,19,5,4.89
9461,2024-01-24,17:11,1,22,3,8.11
9462,2024-03-30,11:17,1,23,5,30.5
9463,2024-06-29,11:52,1,10,10,5.75
9464,2024-02-12,10:11,1,19,10,7.02
9465,2024-08-09,16:52,4,1,4,37.08
9466,2024-02-01,16:11,1,10,1,3.32
9467,2024-06-30,12:23,3,7,4,36.51
9468,2024-07-31,18:22,5,11,5,17.64
9469,2024-07-10,09:55,5,15,5,29.73
9470,2024-08-27,15:00,2,18,3,21.69
9471,2024-04-26,09:21,3,3,10,38.68
9472,2024-01-01,09:48,3,16,6,29.99
9473,2024-05-17,17:17,2,21,7,31.32
9474,2024-02-22,10:53,3,11,9,30.15
9475,2024-05-01,17:59,4,22,5,8.94
9476,2024-01-02,17:14,5,13,5,7.08
9477,2024-07-26,12:17,5,23,5,29.92
9478,2024-04-07,15:39,5,8,4,43.79
9479,2024-04-28,17:08,5,18,9,38.3
9480,2024-02-10,09:10,4,4,9,32.03
9481,2024-01-14,17:47,4,9,3,5.71
9482,2024-06-26,12:54,2,15,5,43.1
9483,2024-03-15,12:55,3,24,4,43.66
9484,2024-07-11,12:51,4,2,7,21.31
9485,2024-03-27,17:49,4,10,2,28.26
9486,2024-03-18,14:48,3,13,3,11.41
9487,2024-06-11,15:13,1,14,3,7.17
9488,2024-08-10,11:22,4,22,9,20.76
9489,2024-04-27,13:34,3,6,9,43.16
9490,2024-06-25,14:31,2,7,4,26.04
9491,2024-02-14,13:20,1,9,4,31.3
9492,2024-03-11,11:43,4,11,5,8.51
9493,2024-05-20,11:18,4,9,10,11.04
9494,2024-07-03,08:27,2,23,4,37.34
9495,2024-06-23,10:55,4,6,9,25.61
9496,2024-08-29,11:07,4,12,8,26.43
9497,2024-03-22,10:25,2,19,2,17.48
9498,2024-01-23,13:25,4,17,6,30.51
9499,2024-03-21,10:37,4,6,5,3.64
9500,2024-06-06,12:59,1,20,5,32.91
9501,2024-06-19,17:06,1,10,10,10.64
9502,2024-06-22,18:18,4,25,2,4.03
9503,2024-06-23,08:03,2,1,8,35.94
9504,2024-04-28,12:27,2,4,9,26.07
9505,2024-01-03,18:55,3,10,6,31.03
9506,2024-07-17,15:28,3,3,4,10.13
9507,2024-01-15,11:55,2,1,3,3.4
9508,2024-07-31,12:57,3,8,3,18.73
9509,2024-08-05,11:30,5,16,2,3.55
9510,2024-08-20,10:46,5,11,3,29.47
9511,2024-03-27,17:50,5,14,4,26.0
9512,2024-07-06,18:54,3,21,6,27.46
9513,2024-03-30,14:02,1,19,4,23.57
9514,2024-04-17,12:15,1,4,10,6.24
9515,2024-04-12,16:47,2,1,2,24.65
9516,2024-04-13,10:10,4,8,5,27.94
9517,2024-08-25,11:27,4,16,9,22.63
9518,2024-03-04,17:37,3,19,6,12.02
9519,2024-04-16,12:25,1,15,4,21.48
9520,2024-06-18,11:33,5,18,6,10.8
9521,2024-08-19,09:49,1,6,7,43.29
9522,2024-06-03,08:09,3,13,6,20.27
9523,2024-06-14,16:04,3,18,1,31.78
9524,2024-01-19,13:35,1,17,8,7.78
9525,2024-06-14,11:39,4,3,9,15.24
9526,2024-03-03,08:58,3,6,8,44.46
9527,2024-06-09,09:34,5,15,5,8.43
9528,2024-05-12,12:02,1,17,1,9.71
9529,2024-08-09,10:28,1,12,2,29.22
9530,2024-05-15,15:21,2,18,7,44.63
9531,2024-04-08,08:36,3,8,5,35.73
9532,2024-06-30,17:00,1,11,2,37.84
9533,2024-03-23,13:35,2,8,4,26.68
9534,2024-01-23,09:30,4,5,1,3.05
9535,2024-04-02,16:32,4,20,3,20.63
9536,2024-05-27,09:58,1,2,4,13.28
9537,2024-01-18,17:33,2,11,7,9.34
9538,2024-08-23,09:48,1,2,7,30.18
9539,2024-02-07,16:19,1,8,3,41.38
9540,2024-04-17,13:28,5,22,9,13.91
9541,2024-06-21,18:50,5,17,10,15.83
9542,2024-08-23,13:26,1,17,5,38.73
9543,2024-05-26,17:58,2,7,9,6.49
9544,2024-03-17,12:37,1,16,4,4.29
9545,2024-05-28,13:45,5,7,8,31.71
9546,2024-02-05,16:00,5,24,4,35.42
9547,2024-03-01,18:58,1,25,8,14.56
9548,2024-02-10,11:59,1,8,9,32.22
9549,2024-08-17,08:40,4,9,1,23.61
9550,2024-03-27,16:46,5,13,10,31.85
9551,2024-08-28,18:46,2,3,8,10.12
9552,2024-06-08,08:03,2,19,10,7.71
9553,2024-06-03,18:30,1,6,7,6.68
9554,2024-08-28,08:56,2,22,3,22.29
9555,2024-05-09,13:43,5,20,9,26.03
9556,2024-07-22,16:44,4,4,10,24.79
9557,2024-02-08,14:20,2,25,8,25.22
9558,2024-07-24,18:06,5,14,5,43.7
9559,2024-02-24,17:30,2,9,3,14.88
9560,2024-02-11,12:18,2,20,4,13.83
9561,2024-04-23,09:29,1,1,4,32.72
9562,2024-01-14,11:37,1,1,5,43.03
9563,2024-03-23,09:03,2,3,6,5.57
9564,2024-01-17,11:27,4,2,2,28.99
9565,2024-08-26,18:35,5,6,2,24.97
9566,2024-07-04,12:55,2,18,9,39.5
9567,2024-02-19,13:03,1,12,1,8.92
9568,2024-04-17,15:57,3,7,5,37.14
9569,2024-08-30,12:53,2,22,2,17.72
9570,2024-06-17,09:41,1,7,2,19.27
9571,2024-01-06,18:58,1,25,8,29.69
9572,2024-04-05,13:33,3,23,2,35.13
9573,2024-01-16,11:20,4,23,3,21.07
9574,2024-04-22,08:05,1,2,7,26.51
9575,2024-08-10,16:35,4,7,2,18.25
9576,2024-07-05,14:05,3,3,9,26.84
9577,2024-01-13,18:26,2,5,9,21.68
9578,2024-07-26,13:32,5,11,6,30.59
9579,2024-08-25,14:53,5,6,3,33.8
9580,2024-01-27,18:48,4,19,5,36.15
9581,2024-08-19,08:41,2,8,6,5.66
9582,2024-01-21,08:32,3,6,1,19.23
9583,2024-01-29,10:35,1,24,3,22.58
9584,2024-05-26,13:16,3,7,8,34.03
9585,2024-08-28,08:25,3,7,7,9.83
9586,2024-01-31,08:52,5,21,10,10.58
9587,2024-02-12,18:28,2,4,1,5.37
9588,2024-04-14,16:34,3,22,3,10.79
9589,2024-02-19,17:30,5,15,6,37.35
9590,2024-08-19,14:06,4,24,10,44.47
9591,2024-02-16,10:13,2,15,6,15.34
9592,2024-07-16,08:19,3,18,6,40.23
9593,2024-03-29,18:54,3,24,6,24.88
9594,2024-08-04,15:04,1,13,10,32.86
9595,2024-08-26,12:16,4,13,3,29.79
9596,2024-04-08,10:59,3,12,4,10.28
9597,2024-04-09,11:57,4,14,9,15.36
9598,2024-01-08,12:56,1,19,8,33.28
9599,2024-03-15,08:04,1,20,8,13.05
9600,2024-03-31,10:26,1,22,10,23.71
9601,2024-04-03,14:31,4,19,7,29.49
9602,2024-07-12,14:45,1,22,6,10.4
9603,2024-06-17,16:29,2,20,10,41.4
9604,2024-01-17,12:37,4,17,3,36.19
9605,2024-05-20,16:12,3,21,4,36.64
9606,2024-03-11,08:19,5,12,9,43.95
9607,2024-08-12,09:08,2,13,7,26.58
9608,2024-08-30,13:45,3,13,1,36.62
9609,2024-07-09,18:39,5,14,8,19.9
9610,2024-04-13,13:33,2,14,2,38.23
9611,2024-01-17,16:41,3,24,7,4.11
9612,2024-07-28,14:12,5,3,10,8.78
9613,2024-06-22,17:41,1,13,6,24.57
9614,2024-07-20,13:33,4,17,3,33.29
9615,2024-03-04,16:25,1,25,5,42.52
9616,2024-07-06,10:44,1,15,1,3.04
9617,2024-01-13,14:16,3,22,1,12.13
9618,2024-04-01,09:37,3,19,2,28.1
9619,2024-01-15,13:36,2,24,2,3.42
9620,2024-03-05,10:32,4,15,8,16.86
9621,2024-03-12,16:24,1,2,10,37.04
9622,2024-03-08,16:56,2,10,3,27.5
9623,2024-03-18,11:07,3,13,4,31.43
9624,2024-07-29,17:59,2,4,10,25.53
9625,2024-02-14,15:57,4,8,2,32.61
9626,2024-07-26,13:28,3,25,9,13.19
9627,2024-05-23,12:22,3,25,6,43.67
9628,2024-08-24,17:08,3,21,10,16.67
9629,2024-01-06,15:58,1,1,3,7.93
9630,2024-01-24,13:35,5,22,8,18.12
9631,2024-03-08,10:07,3,5,7,34.52
9632,2024-04-24,12:16,2,4,1,32.52
9633,2024-08-03,08:26,1,6,1,15.31
9634,2024-01-29,09:36,5,22,4,32.41
9635,2024-07-16,12:37,4,4,2,4.56
9636,2024-01-14,08:20,1,9,4,27.93
9637,2024-03-29,10:37,2,17,10,13.99
9638,2024-07-19,09:34,1,22,7,41.31
9639,2024-04-19,18:49,5,2,7,26.2
9640,2024-05-26,17:16,2,7,3,18.51
9641,2024-02-19,09:40,2,25,1,23.26
9642,2024-07-17,10:03,3,18,9,30.27
9643,2024-06-19,11:10,1,23,1,3.64
9644,2024-01-10,11:44,3,8,4,13.6
9645,2024-06-09,09:08,1,22,5,11.55
9646,2024-07-04,15:47,5,3,5,33.36
9647,2024-04-19,08:59,1,9,7,41.8
9648,2024-05-11,15:17,2,22,1,20.73
9649,2024-05-21,08:26,3,18,2,6.25
9650,2024-05-05,16:59,4,13,9,41.48
9651,2024-04-17,17:28,2,11,4,6.59
9652,2024-07-14,12:36,4,24,8,3.58
9653,2024-04-20,08:46,4,22,4,41.16
9654,2024-02-02,16:51,2,8,1,21.58
9655,2024-05-23,17:44,5,20,2,10.42
9656,2024-06-03,17:00,4,23,10,29.25
9657,2024-06-28,15:59,3,2,7,2.88
9658,2024-04-28,08:35,3,18,6,40.45
9659,2024-08-12,09:45,5,5,3,10.22
9660,2024-06-08,17:05,3,3,10,24.8
9661,2024-07-21,14:02,1,22,1,39.28
9662,2024-07-14,14:08,3,23,3,11.79
9663,2024-06-24,18:29,2,25,4,36.79
9664,2024-07-20,18:42,5,6,8,37.74
9665,2024-02-08,14:32,4,19,3,17.13
9666,2024-04-09,12:38,3,1,10,9.16
9667,2024-07-04,13:37,1,14,2,3.48
9668,2024-04-17,17:44,2,21,10,43.57
9669,2024-07-20,13:02,4,11,5,34.41
9670,2024-01-01,14:12,5,22,2,21.63
9671,2024-02-21,13:40,3,20,7,9.35
9672,2024-06-22,11:36,5,23,10,18.27
9673,2024-04-25,18:16,5,15,2,44.35
9674,2024-06-05,17:14,1,9,4,40.2
9675,2024-08-01,14:25,4,14,2,32.32
9676,2024-04-08,17:01,5,13,7,27.54
9677,2024-05-20,10:04,1,23,1,30.13
9678,2024-01-24,11:56,2,9,8,43.51
9679,2024-01-11,11:28,2,18,9,21.2
9680,2024-05-05,16:41,2,4,9,14.81
9681,2024-03-29,12:16,5,14,4,17.35
9682,2024-03-15,11:55,1,8,10,17.17
9683,2024-05-06,09:43,5,12,7,7.39
9684,2024-01-12,17:49,5,11,3,5.14
9685,2024-03-12,15:17,1,22,7,9.89
9686,2024-03-12,17:03,4,15,9,43.32
9687,2024-02-17,13:29,2,17,4,17.0
9688,2024-04-30,17:12,2,24,3,43.77
9689,2024-06-13,09:35,5,1,6,17.9
9690,2024-04-17,09:22,3,22,1,34.37
9691,2024-05-10,10:30,3,7,6,16.75
9692,2024-03-30,13:28,5,8,6,21.93
9693,2024-08-24,13:35,1,2,1,13.01
9694,2024-08-03,11:11,1,23,9,14.69
9695,2024-05-24,14:00,1,3,1,44.37
9696,2024-08-09,13:34,2,6,5,25.22
9697,2024-08-18,13:55,5,12,8,39.45
9698,2024-03-08,15:02,5,6,8,4.65
9699,2024-01-11,13:33,1,24,10,34.63
9700,2024-08-17,11:17,4,5,9,25.35
9701,2024-08-25,18:19,2,11,4,19.96
9702,2024-03-13,08:50,3,12,8,21.55
9703,2024-01-25,17:16,3,25,10,39.89
9704,2024-06-26,14:43,3,9,4,13.51
9705,2024-07-17,10:26,2,6,8,10.57
9706,2024-04-24,18:01,1,21,2,16.73
9707,2024-01-20,14:54,3,4,3,24.93
9708,2024-06-19,13:13,4,25,2,26.72
9709,2024-04-22,11:05,1,14,5,12.81
9710,2024-02-17,09:42,5,17,2,8.71
9711,2024-02-29,17:49,4,16,2,11.89
9712,2024-04-05,17:58,4,21,5,31.64
9713,2024-05-03,09:12,1,24,8,39.25
9714,2024-01-24,10:39,1,17,1,23.92
9715,2024-04-09,12:44,2,10,10,16.24
9716,2024-05-11,14:31,5,10,6,24.35
9717,2024-05-09,13:09,1,13,1,40.34
9718,2024-04-26,15:03,1,7,10,18.3
9719,2024-06-09,16:35,2,14,2,14.3
9720,2024-03-26,15:41,2,8,6,26.09
9721,2024-08-21,11:02,2,12,4,10.83
9722,2024-02-10,16:27,2,2,8,13.44
9723,2024-06-27,18:13,5,13,2,3.07
9724,2024-03-28,16:33,2,1,3,30.69
9725,2024-01-26,09:25,1,10,3,18.46
9726,2024-06-20,11:38,5,7,5,44.38
9727,2024-04-13,15:57,1,23,8,29.33
9728,2024-04-09,18:45,2,17,1,35.29
9729,2024-04-06,14:10,5,7,8,19.49
9730,2024-02-08,18:21,2,24,3,25.23
9731,2024-05-14,16:55,1,22,4,42.53
9732,2024-05-29,11:47,2,12,5,8.85
9733,2024-04-08,13:49,4,4,3,11.85
9734,2024-04-28,18:53,4,1,9,3.73
9735,2024-07-28,17:03,1,13,6,24.35
9736,2024-01-11,16:53,2,4,10,37.5
9737,2024-01-20,17:07,4,15,8,31.53
9738,2024-06-26,11:38,4,25,10,7.19
9739,2024-05-24,17:42,4,12,1,4.16
9740,2024-01-08,08:01,3,12,7,17.74
9741,2024-01-09,09:46,3,18,2,8.98
9742,2024-04-01,12:06,4,9,3,15.1
9743,2024-06-04,12:21,2,11,9,2.9
9744,2024-04-21,09:40,2,6,3,28.78
9745,2024-02-09,12:17,4,6,4,11.45
9746,2024-01-10,11:43,2,10,5,5.71
9747,2024-08-17,12:44,5,24,9,12.47
9748,2024-08-15,18:32,5,12,2,19.25
9749,2024-07-22,10:23,1,11,3,34.03
9750,2024-08-06,16:02,1,24,6,18.04
9751,2024-04-27,17:33,5,6,9,23.3
9752,2024-06-22,15:30,4,24,4,30.69
9753,2024-05-18,16:52,5,9,10,4.52
9754,2024-08-24,13:31,4,21,9,12.85
9755,2024-03-23,16:19,2,10,2,35.61
9756,2024-01-24,10:35,2,23,2,34.15
9757,2024-05-07,09:49,3,4,10,33.51
9758,2024-07-20,11:38,4,18,5,38.84
9759,2024-08-04,15:15,4,22,7,42.18
9760,2024-03-07,18:46,3,18,5,32.31
9761,2024-01-14,09:07,5,23,2,42.49
9762,2024-05-14,09:15,5,12,10,14.47
9763,2024-03-03,10:18,1,10,2,2.91
9764,2024-01-28,10:08,5,11,4,28.95
9765,2024-03-09,18:39,4,15,5,10.42
9766,2024-02-17,15:43,5,9,6,10.6
9767,2024-02-29,15:55,1,19,3,20.58
9768,2024-06-29,10:34,2,24,1,28.38
9769,2024-08-28,12:41,4,22,1,3.5
9770,2024-08-25,11:42,4,15,5,40.68
9771,2024-05-22,13:34,2,4,8,38.82
9772,2024-08-18,10:16,5,20,1,4.32
9773,2024-01-27,13:59,2,21,4,23.73
9774,2024-05-20,15:41,1,3,4,33.47
9775,2024-02-11,18:13,1,4,6,29.65
9776,2024-04-05,12:55,1,15,9,43.6
9777,2024-06-30,16:17,2,11,1,36.63
9778,2024-06-21,17:02,2,19,7,34.01
9779,2024-06-20,16:51,4,23,4,37.86
9780,2024-01-14,17:12,5,15,2,25.34
9781,2024-06-23,12:44,1,8,10,34.68
9782,2024-02-25,10:00,5,8,7,41.73
9783,2024-03-17,16:17,2,11,2,42.7
9784,2024-03-28,09:37,5,4,1,43.13
9785,2024-03-14,13:29,1,1,4,27.71
9786,2024-04-03,14:49,3,15,2,7.56
9787,2024-03-24,08:54,2,15,5,3.88
9788,2024-05-09,14:00,2,18,1,10.52
9789,2024-06-15,16:39,4,1,4,17.79
9790,2024-03-29,13:26,2,3,8,18.36
9791,2024-08-28,09:22,4,8,9,16.56
9792,2024-02-05,18:12,2,9,7,44.91
9793,2024-08-03,16:50,4,23,6,7.57
9794,2024-06-18,14:34,2,12,5,6.05
9795,2024-06-20,11:01,1,16,10,24.25
9796,2024-05-04,13:48,1,18,6,31.78
9797,2024-05-01,14:47,1,13,2,28.65
9798,2024-06-18,14:33,5,14,2,20.24
9799,2024-01-13,12:44,2,24,10,44.49
9800,2024-05-21,15:57,2,11,7,12.86
9801,2024-04-26,09:48,5,6,1,29.59
9802,2024-04-29,09:42,1,8,6,32.26
9803,2024-07-12,12:24,2,3,4,7.59
9804,2024-03-21,09:02,5,3,7,18.89
9805,2024-07-25,15:20,5,4,6,13.79
9806,2024-07-30,08:04,2,14,7,14.47
9807,2024-01-15,13:09,2,18,3,32.97
9808,2024-03-23,09:33,4,9,9,15.18
9809,2024-05-21,17:13,3,1,4,13.96
9810,2024-04-21,17:10,3,22,9,10.18
9811,2024-06-14,08:35,4,17,10,6.91
9812,2024-08-11,18:53,3,19,3,15.9
9813,2024-07-21,14:29,3,1,5,24.15
9814,2024-03-20,15:13,3,8,6,24.42
9815,2024-01-03,15:17,3,6,4,10.49
9816,2024-07-05,09:24,4,3,9,32.39
9817,2024-08-07,09:58,1,25,5,35.94
9818,2024-04-24,12:00,2,13,4,11.57
9819,2024-07-23,15:36,3,21,2,30.4
9820,2024-02-04,14:21,5,2,6,29.49
9821,2024-07-24,12:04,2,2,8,42.3
9822,2024-02-14,18:46,5,15,6,30.28
9823,2024-07-31,09:32,5,21,2,19.38
9824,2024-08-15,08:14,1,13,4,39.01
9825,2024-03-06,12:19,3,17,2,29.57
9826,2024-06-28,11:40,2,21,3,41.19
9827,2024-02-28,12:49,1,21,2,19.38
9828,2024-03-22,09:56,2,2,3,19.92
9829,2024-03-06,11:37,1,12,7,6.29
9830,2024-04-12,10:37,3,25,1,28.69
9831,2024-03-27,17:07,3,7,8,31.82
9832,2024-01-04,09:49,4,7,5,15.57
9833,2024-04-06,16:56,1,20,2,27.42
9834,2024-03-29,17:11,5,4,8,38.78
9835,2024-07-20,11:02,5,19,9,5.92
9836,2024-02-29,10:17,2,24,4,38.16
9837,2024-08-06,11:29,5,18,8,8.96
9838,2024-05-01,11:51,5,7,1,34.31
9839,2024-04-04,17:40,1,9,4,29.61
9840,2024-07-24,09:49,1,11,5,6.33
9841,2024-08-02,14:03,3,8,10,25.82
9842,2024-03-22,18:50,3,5,2,31.44
9843,2024-03-13,12:01,1,2,4,37.02
9844,2024-08-24,10:37,1,7,10,33.46
9845,2024-02-06,11:13,2,17,8,16.22
9846,2024-08-10,12:06,3,11,9,38.41
9847,2024-08-25,11:12,3,17,9,44.18
9848,2024-07-01,13:06,1,8,10,29.75
9849,2024-06-30,14:17,5,11,9,42.32
9850,2024-08-29,11:46,4,14,5,9.85
9851,2024-07-16,12:31,1,25,2,10.88
9852,2024-03-07,18:33,3,12,4,26.66
9853,2024-07-14,10:00,4,19,5,9.4
9854,2024-05-30,13:34,3,24,9,21.0
9855,2024-03-10,14:53,2,6,9,12.89
9856,2024-08-31,18:24,4,5,3,17.45
9857,2024-02-26,10:45,5,16,5,23.34
9858,2024-05-09,09:51,1,19,2,5.79
9859,2024-03-06,08:51,1,10,5,12.0
9860,2024-03-22,11:22,5,15,3,13.78
9861,2024-03-29,15:08,2,11,2,39.45
9862,2024-03-23,10:58,2,12,4,24.78
9863,2024-01-11,15:38,1,9,5,41.96
9864,2024-08-19,10:30,4,12,2,7.16
9865,2024-01-17,10:43,5,6,4,23.93
9866,2024-05-07,17:35,5,11,5,15.63
9867,2024-06-29,14:23,4,6,5,41.78
9868,2024-04-08,11:58,2,8,5,8.83
9869,2024-03-07,15:30,1,14,7,38.59
9870,2024-04-26,11:13,5,13,8,4.7
9871,2024-01-20,11:40,4,5,8,19.74
9872,2024-02-18,14:07,4,5,2,10.6
9873,2024-03-05,08:36,5,12,3,23.43
9874,2024-04-24,16:32,4,24,4,19.64
9875,2024-01-17,17:11,2,13,4,29.58
9876,2024-01-31,15:57,2,24,8,38.7
9877,2024-07-19,16:06,5,22,1,3.24
9878,2024-05-19,09:55,5,14,9,44.27
9879,2024-05-09,12:33,3,3,8,21.22
9880,2024-01-08,09:31,2,25,8,24.9
9881,2024-07-14,16:28,5,14,6,13.71
9882,2024-02-03,08:18,1,9,4,31.46
9883,2024-01-09,09:11,4,15,1,18.55
9884,2024-03-10,15:12,1,15,3,38.91
9885,2024-04-21,08:25,5,23,7,4.03
9886,2024-01-28,08:48,5,14,2,8.31
9887,2024-02-10,11:14,1,22,9,36.37
9888,2024-05-17,13:05,1,10,1,17.63
9889,2024-06-10,10:57,3,8,6,16.68
9890,2024-07-18,08:22,5,10,9,21.78
9891,2024-02-08,15:02,2,22,3,39.83
9892,2024-01-14,13:15,3,10,8,24.91
9893,2024-04-19,13:30,4,15,1,37.98
9894,2024-01-06,08:59,4,11,2,24.65
9895,2024-03-14,10:09,3,25,2,42.58
9896,2024-04-27,08:58,3,13,3,10.56
9897,2024-04-09,18:36,2,2,10,30.04
9898,2024-02-11,12:49,2,1,4,31.93
9899,2024-02-22,10:02,3,24,1,18.82
9900,2024-06-15,16:40,2,22,6,30.34
9901,2024-05-28,09:47,3,19,8,43.29
9902,2024-07-31,11:01,4,13,3,37.06
9903,2024-07-31,12:27,4,4,9,30.24
9904,2024-08-03,10:27,3,22,6,44.61
9905,2024-05-28,10:40,2,19,6,31.87
9906,2024-08-11,08:10,5,12,7,34.19
9907,2024-04-23,09:05,4,25,9,16.11
9908,2024-08-03,08:11,3,4,3,7.83
9909,2024-02-05,08:52,3,4,2,32.35
9910,2024-05-20,18:46,2,21,4,25.99
9911,2024-04-24,11:18,2,6,5,38.46
9912,2024-07-16,08:54,4,7,9,27.42
9913,2024-05-12,12:32,1,14,4,18.2
9914,2024-03-18,17:13,1,24,7,15.75
9915,2024-05-07,12:37,4,3,2,20.11
9916,2024-05-25,09:53,2,5,9,13.83
9917,2024-01-14,15:50,1,10,8,21.92
9918,2024-02-20,12:52,2,25,2,10.72
9919,2024-01-03,17:28,2,23,2,10.72
9920,2024-03-09,11:34,1,19,2,14.24
9921,2024-07-27,18:41,2,2,5,34.9
9922,2024-04-27,15:21,2,12,2,15.68
9923,2024-01-12,18:30,4,7,9,42.4
9924,2024-01-03,09:14,1,5,6,13.42
9925,2024-02-09,12:15,5,6,3,41.59
9926,2024-06-23,08:09,5,2,10,35.21
9927,2024-07-14,16:04,2,16,5,28.14
9928,2024-04-13,11:54,2,3,8,30.97
9929,2024-05-26,13:59,1,12,5,25.08
9930,2024-03-08,09:49,2,7,5,41.47
9931,2024-03-19,15:26,5,9,5,20.29
9932,2024-01-12,12:23,1,9,1,30.67
9933,2024-07-18,18:30,2,24,3,7.65
9934,2024-08-14,16:53,4,25,6,20.22
9935,2024-02-01,16:53,5,6,1,22.8
9936,2024-01-21,08:58,1,2,10,34.89
9937,2024-08-18,15:35,4,22,2,34.6
9938,2024-01-14,10:01,2,13,6,19.12
9939,2024-08-31,16:16,1,5,4,11.52
9940,2024-02-26,13:12,5,21,10,40.04
9941,2024-01-02,17:50,1,25,8,31.2
9942,2024-08-20,15:12,3,2,1,8.75
9943,2024-07-14,12:59,5,6,7,2.69
9944,2024-06-01,13:28,3,21,3,34.4
9945,2024-08-11,10:02,3,13,9,11.15
9946,2024-07-20,08:21,4,8,1,36.35
9947,2024-08-01,18:38,2,7,4,44.55
9948,2024-06-02,14:48,3,22,3,33.78
9949,2024-03-07,10:16,3,17,1,23.72
9950,2024-04-01,09:53,1,12,10,17.05
9951,2024-05-16,08:45,5,18,2,34.01
9952,2024-03-12,16:17,3,12,4,6.22
9953,2024-04-25,10:18,4,19,3,12.19
9954,2024-06-30,14:24,4,6,3,37.05
9955,2024-05-11,14:20,2,11,7,31.9
9956,2024-06-07,18:39,4,18,6,31.78
9957,2024-05-10,08:42,3,25,7,30.49
9958,2024-08-24,12:42,1,11,5,40.73
9959,2024-01-21,14:58,3,20,8,37.39
9960,2024-01-26,12:45,1,24,9,3.6
9961,2024-01-11,09:44,3,19,9,43.86
9962,2024-05-14,15:09,5,11,6,29.26
9963,2024-05-20,16:41,5,7,3,11.68
9964,2024-08-13,09:31,3,20,9,40.47
9965,2024-02-12,17:04,1,4,1,29.85
9966,2024-07-23,14:19,3,13,4,10.79
9967,2024-03-18,13:13,1,9,10,20.64
9968,2024-06-07,11:06,3,8,4,36.07
9969,2024-07-07,13:19,2,20,3,8.31
9970,2024-02-08,14:33,1,16,6,33.47
9971,2024-03-08,17:20,2,21,4,43.17
9972,2024-08-18,09:18,3,24,7,23.54
9973,2024-03-29,15:45,1,17,2,8.39
9974,2024-07-14,16:20,4,9,8,12.53
9975,2024-07-16,09:15,1,5,6,34.36
9976,2024-04-03,11:57,2,14,1,16.61
9977,2024-05-20,13:50,4,15,3,29.87
9978,2024-02-24,12:36,5,21,5,40.38
9979,2024-08-16,18:56,2,19,8,24.61
9980,2024-05-27,17:56,2,2,9,4.58
9981,2024-04-26,18:04,1,15,8,41.58
9982,2024-07-23,12:30,4,12,9,5.14
9983,2024-03-03,15:58,1,19,1,7.26
9984,2024-01-14,18:37,5,3,10,6.93
9985,2024-06-23,14:13,5,24,9,8.28
9986,2024-07-20,15:26,1,22,3,15.88
9987,2024-01-26,11:24,3,1,4,2.58
9988,2024-06-03,15:04,2,6,8,9.97
9989,2024-02-08,15:04,1,5,1,42.39
9990,2024-04-04,12:50,2,5,4,23.61
9991,2024-08-20,12:31,4,25,9,20.04
9992,2024-05-23,11:35,4,13,9,21.34
9993,2024-04-01,16:44,4,15,9,34.98
9994,2024-06-28,17:18,4,1,5,18.1
9995,2024-01-17,14:03,5,21,7,20.96
